"token","vader","n"
"recitar",0,1
"recite",0,1
"recognized",0,1
"recognizes",0,1
"recollect",0,1
"recomend",0,1
"recommendation",0,1
"recommending",0,1
"reconcile",0,1
"reconnecting",0,1
"recopiladores",0,1
"recordaba",0,1
"recording",0,1
"recounting",0,1
"recovery",0,1
"recreate",0,1
"recruiting",0,1
"recuperates",0,1
"recuperation",0,1
"recycled",0,1
"redeemer",0,1
"redeems",0,1
"reden",0,1
"redskins",0,1
"redundancy",0,1
"referee",0,1
"reference",0,1
"referring",0,1
"refill",0,1
"reflect",0,1
"reflection",0,1
"refreshing",0,1
"refreshingly",0,1
"refreshment",0,1
"refugee",0,1
"refused",-1,1
"refuses",0,1
"regarded",0,1
"regina",0,1
"reginald",0,1
"regions",0,1
"regolato",0,1
"regretting",-1,1
"regular",0,1
"reihe",0,1
"reilly",0,1
"reinforcement",0,1
"reinvigorates",1,1
"reirse",0,1
"reise",0,1
"reissue",0,1
"relacionada",0,1
"relating",0,1
"relations",0,1
"relative",0,1
"relaxing",1,1
"releasing",0,1
"relentlessly",0,1
"relied",0,1
"relieve",1,1
"religion",0,1
"relish",0,1
"relisten",0,1
"relive",0,1
"reluctance",-1,1
"reluctantly",-1,1
"remade",0,1
"remained",0,1
"remarkable",1,1
"remembering",0,1
"remembrance",0,1
"reminder",0,1
"reminders",0,1
"reminiscing",0,1
"remote",0,1
"removal",0,1
"renowned",0,1
"repair",0,1
"repetitivo",0,1
"repetitve",0,1
"repiten",0,1
"replace",0,1
"replicas",0,1
"replied",0,1
"representative",0,1
"representing",0,1
"represents",0,1
"reptition",0,1
"request",0,1
"requested",0,1
"requesting",0,1
"requests",0,1
"require",0,1
"requirements",0,1
"rereading",0,1
"resa",0,1
"rescues",1,1
"resell",0,1
"resemble",0,1
"resena",0,1
"reservation",0,1
"residential",0,1
"resides",0,1
"reso",0,1
"resolves",1,1
"respected",1,1
"respectful",1,1
"responses",0,1
"resta",0,1
"restantes",0,1
"resto",0,1
"resultant",0,1
"retain",0,1
"retaliation",0,1
"retell",0,1
"rethink",0,1
"retomar",0,1
"retriever",0,1
"returning",0,1
"returns",0,1
"revelation",0,1
"revelations",0,1
"revelatory",0,1
"revelled",0,1
"reversal",0,1
"reverse",0,1
"reviewing",0,1
"revised",0,1
"revive",1,1
"revolting",0,1
"revolve",0,1
"revolved",0,1
"reward",1,1
"rewarded",1,1
"rewarding",1,1
"rewards",1,1
"reymie",0,1
"reynard",0,1
"rhetorical",0,1
"rhubarb",0,1
"rhymes.it",0,1
"rhythms",0,1
"ribbon",0,1
"ricercano",0,1
"ricercati",0,1
"ricevera",0,1
"richard",0,1
"richie",0,1
"richtig",0,1
"rick",0,1
"ricky",0,1
"ricordavo",0,1
"ricordo",0,1
"riddled",0,1
"riddles",0,1
"ridicole",0,1
"ridiculously",-1,1
"ridiculousness",-1,1
"rife",0,1
"riferisce",0,1
"rigide",0,1
"riimittelya",0,1
"riktig",0,1
"rileggerlo",0,1
"ring",0,1
"ringer",0,1
"rings",0,1
"riordan's",0,1
"rips",0,1
"risaputo",0,1
"risen",0,1
"risky",-1,1
"rispetta",0,1
"rita",0,1
"rite",0,1
"ritengo",0,1
"ritenuto",0,1
"riuscite",0,1
"riusciti",0,1
"rivela",0,1
"riveted",0,1
"riviting",0,1
"rkt",0,1
"road",0,1
"roahl",0,1
"roaming",0,1
"roams",0,1
"roar",0,1
"roaring",0,1
"roars",0,1
"robbie",0,1
"robinson",0,1
"robs",-1,1
"rocking",0,1
"rod",0,1
"rogue",0,1
"roles",0,1
"rolig",0,1
"roll",0,1
"rollercoster",0,1
"rollick",0,1
"romantic",1,1
"romanticizes",1,1
"romp",0,1
"roommate",0,1
"rooster",0,1
"root",0,1
"roth",0,1
"rothschild",0,1
"rothschilds",0,1
"rotkappchen",0,1
"rounded",0,1
"route",0,1
"routine",0,1
"rowling",0,1
"royal",0,1
"royalty",0,1
"rub",0,1
"rubbed",0,1
"rubber",0,1
"rubbino",0,1
"rubbino's",0,1
"ruin",-1,1
"rule",0,1
"ruled",0,1
"rules",0,1
"rushes",0,1
"russia",0,1
"rw",0,1
"ryan",0,1
"ryker",0,1
"saat",0,1
"sachar",0,1
"sacred",0,1
"sacrifice",0,1
"sacrificing",0,1
"saddening",-1,1
"saddest",-1,1
"safely",1,1
"sage",0,1
"sagen",0,1
"saggio",0,1
"saggy",0,1
"sail",0,1
"saja",0,1
"salah",0,1
"salgari",0,1
"salt",0,1
"sam",0,1
"samanlainen",0,1
"samantha",0,1
"sanctity",0,1
"sand",0,1
"sandwich",0,1
"sanger",0,1
"sanger's",0,1
"sangue",0,1
"sanna",0,1
"sapendo",0,1
"saracastic",0,1
"sarcasm",-1,1
"sarebbe",0,1
"satin",0,1
"satisfaction",1,1
"satisfactory",1,1
"satt",0,1
"satu",0,1
"savasana",0,1
"savoy",0,1
"sawing",0,1
"sayang",0,1
"scamp",0,1
"scandinavian",0,1
"scans",0,1
"scarecrow",-1,1
"scarecrows",-1,1
"scarf",0,1
"scarred",0,1
"scarry",0,1
"scars",0,1
"scegliere",0,1
"scelta",0,1
"scenario",0,1
"scenery",0,1
"schachner's",0,1
"schade",0,1
"schiacciarlo",0,1
"schiessen",0,1
"schliesst",0,1
"schmaltz",0,1
"schneewittchen",0,1
"schneewittchens",0,1
"schnell",0,1
"schooler",0,1
"schoolmaster's",0,1
"schoolyard",0,1
"schopna",0,1
"schreibt",0,1
"scientific",0,1
"scieszka",0,1
"scieszka's",0,1
"scintific",0,1
"scoffed",0,1
"scoperto",0,1
"score",0,1
"scotland",0,1
"scoutie",0,1
"scouts",0,1
"scrapbook",0,1
"screaming",-1,1
"screechy",0,1
"screws",-1,1
"scritto",0,1
"scrittore",0,1
"scrumbled",0,1
"scrutinizing",0,1
"scrutiny",0,1
"scuotere",0,1
"sd",0,1
"seals",0,1
"sean",0,1
"searches",0,1
"seaside",0,1
"seasons",0,1
"sebelum",0,1
"sebuah",0,1
"secara",0,1
"secolo",0,1
"secondarily",0,1
"secondo",0,1
"secretly",0,1
"secretos",0,1
"sections",0,1
"seder",0,1
"seekor",0,1
"segilola",0,1
"seguono",0,1
"sein",0,1
"seine",0,1
"seinem",0,1
"selailla",0,1
"selama",0,1
"selbiges",0,1
"selecting",0,1
"selection",0,1
"selective",0,1
"selfish",-1,1
"selfless",0,1
"selling",0,1
"semi",0,1
"semplice",0,1
"semplicemente",0,1
"semua",0,1
"sender",0,1
"sending",0,1
"sendiri",0,1
"senior",0,1
"sensacion",0,1
"sensationalized",0,1
"sensazione",0,1
"sensazioni",0,1
"sensitive",0,1
"sensitivity",0,1
"sentiment",0,1
"sentimiento",0,1
"sentinel",0,1
"sentintel",0,1
"separately",0,1
"separating",0,1
"sepertinya",0,1
"september",0,1
"sequoyahs",0,1
"serenity",0,1
"seri",0,1
"serial",0,1
"serian",0,1
"servant",0,1
"servile",0,1
"serving",0,1
"sesame",0,1
"sessions",0,1
"sessuali",0,1
"setiap",0,1
"seuss's",0,1
"seussial",0,1
"sevdigi",0,1
"severe",-1,1
"sewing",0,1
"sex",0,1
"sexism",0,1
"sexually",0,1
"seymour",0,1
"sfiore",0,1
"shack",0,1
"shaggy",0,1
"shape",0,1
"shaping",0,1
"shares",1,1
"sharpens",0,1
"shatter",0,1
"shea",0,1
"sheepdog",0,1
"sheet",0,1
"sheets",0,1
"shel",0,1
"shelia",0,1
"shell",0,1
"shelter",0,1
"shelve",0,1
"shelved",0,1
"sherwin",0,1
"shines",0,1
"shiny",0,1
"shipped",0,1
"ships",0,1
"shirts",0,1
"shit",-1,1
"shkr",0,1
"shmlw",0,1
"shocked",-1,1
"shoot",-1,1
"shooting",0,1
"shortened",0,1
"shortest",0,1
"shouldering",0,1
"shouldnt",0,1
"shout",0,1
"shove",0,1
"shoving",0,1
"showcase",0,1
"showcasing",0,1
"shower",0,1
"shrieked",0,1
"shrieking",0,1
"shrinking",0,1
"shrug",0,1
"shudhu",0,1
"shurtliff",0,1
"shutta",0,1
"siano",0,1
"sickening",-1,1
"sicurezza",0,1
"sidetracking",0,1
"sideways",0,1
"siege",0,1
"siete",0,1
"siga",0,1
"sigh",1,1
"siglo",0,1
"siglos",0,1
"signed",0,1
"significance",1,1
"siguen",0,1
"siina",0,1
"sil",0,1
"silliness",-1,1
"silverstein",0,1
"similarly",0,1
"simpler",0,1
"simpleton",0,1
"sincerity",0,1
"singsong",0,1
"singular",0,1
"sini",0,1
"siquiera",0,1
"sira",0,1
"sist",0,1
"sister's",0,1
"sites",0,1
"sits",0,1
"sittings",0,1
"sixteen",0,1
"sjalv",0,1
"skeleton",0,1
"ski",0,1
"skies",0,1
"skillfully",0,1
"skipped",0,1
"skippyjohn",0,1
"skratt",0,1
"skull",0,1
"skye",0,1
"slamming",0,1
"slaps",0,1
"slaskiga",0,1
"slaves",0,1
"sleeps",0,1
"sleeve",0,1
"slice",0,1
"slices",0,1
"slick",0,1
"sloan",0,1
"slope",0,1
"sloppily",0,1
"slov",0,1
"slowing",0,1
"slum",0,1
"smatt",0,1
"smells",0,1
"smith",0,1
"smittee",0,1
"smitten",0,1
"smokes",0,1
"smoothly",0,1
"smrti",0,1
"smushed",0,1
"snackie",0,1
"snacks",0,1
"snakes",0,1
"snap",0,1
"snarkiness",0,1
"snarky",0,1
"sneak",0,1
"sneakers",0,1
"sneaks",0,1
"sneer",0,1
"sneetches",0,1
"snickett",0,1
"snickett's",0,1
"sniff",0,1
"snoa",0,1
"snoflingorna",0,1
"snows",0,1
"snowy",0,1
"snubs",-1,1
"snuck",0,1
"snyder",0,1
"soap",0,1
"soar",0,1
"sobak",0,1
"sobering",-1,1
"sociedad",0,1
"societa",0,1
"sodas",0,1
"sofa",0,1
"sofferenza",0,1
"sognato",0,1
"sogni",0,1
"sohn",0,1
"sola",0,1
"solar",0,1
"soldiers",0,1
"solly",0,1
"solskenet",0,1
"soltanto",0,1
"solved",1,1
"solver",0,1
"somali",0,1
"someday",0,1
"something's",0,1
"somit",0,1
"sommato",0,1
"sooner",0,1
"soooo",0,1
"sophisticated",1,1
"sophomore",0,1
"sore",-1,1
"sorority",0,1
"sorpresa",0,1
"sorrow",-1,1
"sorrry",0,1
"sorta",0,1
"sortens",0,1
"sottili",0,1
"sought",0,1
"sounding",0,1
"soundtrack",0,1
"sountracking",0,1
"source",0,1
"sources",0,1
"sourpuss",0,1
"southern",0,1
"southwestern",0,1
"soviet",0,1
"spa",0,1
"spacing",0,1
"spalle",0,1
"spannend",0,1
"spanner",0,1
"spanning",0,1
"sparkly",0,1
"speaker",0,1
"speaks",0,1
"spegelskarva",0,1
"spegelskarvorna",0,1
"speglas",0,1
"spenat",0,1
"spense",0,1
"spice",0,1
"spill",0,1
"spine",0,1
"spinoff",0,1
"spiral",0,1
"spirit",1,1
"spitting",0,1
"splash",0,1
"splat",0,1
"splinters",0,1
"split",0,1
"spoiled",0,1
"spoilee",0,1
"sponges",0,1
"spontaneous",0,1
"spookiness",0,1
"spookmes",0,1
"sported",0,1
"sporting",0,1
"sposare",0,1
"spotlight",0,1
"spoustu",0,1
"spunk",0,1
"spur",0,1
"spy",0,1
"squabble",0,1
"square",0,1
"squares",0,1
"squeaky",0,1
"squeamish",0,1
"squeeze",0,1
"squirrel",0,1
"squirrels",0,1
"sry",0,1
"stability",0,1
"stable",1,1
"stache",0,1
"stack",0,1
"stacked",0,1
"staff",0,1
"stage",0,1
"stagioni",0,1
"stairs",0,1
"stalk",0,1
"stalker",0,1
"stallion",0,1
"stalls",0,1
"stampeding",0,1
"stanchion",0,1
"standards",0,1
"standby",0,1
"stanley",0,1
"stanley's",0,1
"starcatchers",0,1
"stares",0,1
"starry",0,1
"starter",0,1
"starters",0,1
"startling",1,1
"statecnosti",0,1
"static",0,1
"statistics",0,1
"stato",0,1
"statt",0,1
"steadily",0,1
"stealing",-1,1
"steam",0,1
"steer",0,1
"stella",0,1
"stelle",0,1
"stellt",0,1
"stephano",0,1
"stereotypical",0,1
"stern",0,1
"sternly",0,1
"stewardship",0,1
"stickers",0,1
"sticks",0,1
"stiftat",0,1
"stillness",0,1
"stillschweigend",0,1
"stimulating",1,1
"stine's",0,1
"stinkin",0,1
"stir",0,1
"stirbt",0,1
"sto",0,1
"stock",0,1
"stockings",0,1
"stoked",0,1
"stomach",0,1
"stomp",0,1
"stooping",0,1
"stopped",-1,1
"stopping",-1,1
"stops",-1,1
"stormy",0,1
"storyteller",0,1
"storytelling",0,1
"stows",0,1
"straaange",0,1
"straight",1,1
"straining",-1,1
"stranded",0,1
"strategy",0,1
"streak",0,1
"streaks",0,1
"stregato",0,1
"strength",1,1
"stress",-1,1
"stresses",-1,1
"stressful",-1,1
"strike",-1,1
"striked",0,1
"strikes",-1,1
"string",0,1
"strive",0,1
"strokes",0,1
"strollers",0,1
"strongest",1,1
"strongly",1,1
"struggles",-1,1
"stubbornly",-1,1
"student's",0,1
"studies",0,1
"stuffing",0,1
"stuffy",0,1
"stuk",0,1
"stumbled",0,1
"stumbling",0,1
"stump",0,1
"stumped",0,1
"stupidity",-1,1
"stupita",0,1
"sturdy",0,1
"stylistic",0,1
"sua",0,1
"subconscious",0,1
"subculture",0,1
"subito",0,1
"subjective",0,1
"substances",0,1
"substantial",1,1
"substitutes",0,1
"subtly",0,1
"succeed",1,1
"succeeded",1,1
"successors",1,1
"suchen",0,1
"sucked",-1,1
"suds",0,1
"suelta",0,1
"suffering",-1,1
"sugar",0,1
"sugarquills",0,1
"suggested",0,1
"suggesting",0,1
"suggestion",0,1
"suka",0,1
"sul",0,1
"sulfuric",0,1
"sulorna",0,1
"summer's",0,1
"sumptuous",0,1
"sunset",0,1
"suoi",0,1
"superficial",0,1
"superhero",0,1
"superior",1,1
"superman",0,1
"supervisor",0,1
"supplement",0,1
"supply.in",0,1
"supplying",0,1
"supports",1,1
"supreme",1,1
"surpassed",0,1
"surpasses",0,1
"surrounded",0,1
"surroundings",0,1
"survey",0,1
"survivalist",0,1
"surviving",1,1
"sus",0,1
"susi",0,1
"suspect",-1,1
"suspense",0,1
"suspension",0,1
"sustenance",0,1
"sutta",0,1
"svolgere",0,1
"swallowing",0,1
"swan",0,1
"swap",0,1
"sweeping",0,1
"sweeten",0,1
"sweetness",1,1
"swiftly",1,1
"swims",0,1
"swing",0,1
"swishing",0,1
"switch",0,1
"syedih",0,1
"syllables",0,1
"sylvia's",0,1
"symbolised",0,1
"sympathize",0,1
"sympathy",1,1
"syn",0,1
"syne",0,1
"synopsis",0,1
"syria",0,1
"systematic",0,1
"taalgol",0,1
"taas",0,1
"tabatabaei's",0,1
"tackle",0,1
"tactics",0,1
"tacy's",0,1
"tag",0,1
"tagliategli",0,1
"tahun",0,1
"tailor",0,1
"talks",0,1
"tama",0,1
"tamed",0,1
"tampak",0,1
"tampoco",0,1
"tandai",0,1
"tangerine",0,1
"tanka",0,1
"tanken",0,1
"tanker",0,1
"tantrum",-1,1
"tao",0,1
"tape",0,1
"tapestry",0,1
"tappar",0,1
"tarantula",0,1
"tarda",0,1
"tarina",0,1
"tasks",0,1
"tasta",0,1
"tasting",0,1
"tasty",0,1
"tata",0,1
"tattoo",0,1
"tb",0,1
"tbe",0,1
"teacher's",0,1
"teachersreadfunstufftoo.blogsp",0,1
"teacup",0,1
"teamed",0,1
"tear",0,1
"tease",-1,1
"teasing",-1,1
"technical",0,1
"techniques",0,1
"techonology",0,1
"teddy's",0,1
"tee",0,1
"teele",0,1
"teenaged",0,1
"teenager",0,1
"teens",0,1
"teeny",0,1
"teeters",0,1
"teeth",0,1
"teilzunehmen",0,1
"tekstin",0,1
"telefono",0,1
"television",0,1
"tellen",0,1
"telos",0,1
"temp's",0,1
"temper",-1,1
"temperaments",0,1
"tempers",-1,1
"temporarily",0,1
"temporary",0,1
"tempted",0,1
"tended",0,1
"tener",0,1
"teniendo",0,1
"tennessee",0,1
"tense",-1,1
"tension",-1,1
"tentu",0,1
"tenuously",0,1
"terdengar",0,1
"terpendam",0,1
"terribili",0,1
"terrier",0,1
"terrified",-1,1
"terrorist",-1,1
"terry",0,1
"tersebut",0,1
"terselip",0,1
"tetap",0,1
"tetapi",0,1
"textbook",0,1
"textures",0,1
"thames",0,1
"thankful",1,1
"that.however",0,1
"theater",0,1
"thebookloverslounge.com",0,1
"thelma",0,1
"thema",0,1
"thematik",0,1
"theorizes",0,1
"theorizing",0,1
"therapy",0,1
"there'd",0,1
"thidwick",0,1
"thief",-1,1
"thieves",-1,1
"thigh",0,1
"thimbletack",0,1
"thinker",0,1
"thinly",0,1
"thirst",0,1
"this.is.perfect",0,1
"thompson",0,1
"thorn",0,1
"thoughtful",1,1
"thouruoghly",0,1
"threadbare",0,1
"threat",-1,1
"threatened",-1,1
"threatens",-1,1
"thrilled",1,1
"thrilling",1,1
"thrills",1,1
"throwing",0,1
"thrust",0,1
"thumbs",0,1
"thwart",0,1
"tickle",0,1
"tickled",0,1
"ticks",0,1
"tie",0,1
"tiefe",0,1
"tienen",0,1
"tightly",0,1
"tigrish",0,1
"tills",0,1
"tilt",0,1
"tim",0,1
"times.it",0,1
"tinier",0,1
"tinkering",0,1
"tinkle",0,1
"tip",0,1
"tipi",0,1
"tipo",0,1
"titled",0,1
"titles",0,1
"titular",0,1
"titus",0,1
"tjrb",0,1
"tl",0,1
"tnh",0,1
"toast",0,1
"tocado",0,1
"tochtern",0,1
"tock",0,1
"toda",0,1
"todavia",0,1
"todd",0,1
"todlers",0,1
"toekomstige",0,1
"toen",0,1
"toiling",0,1
"toivoin",0,1
"tolerance",1,1
"toller",0,1
"tomas",0,1
"tomboy",0,1
"tonight",0,1
"tontas",0,1
"toothless",-1,1
"topsy",0,1
"tormenters",0,1
"torture",-1,1
"tortured",-1,1
"totalmente",0,1
"toted",0,1
"tots",0,1
"touched",0,1
"tougher",1,1
"tour",0,1
"tourists",0,1
"tours",0,1
"tower",0,1
"town's",0,1
"tqr",0,1
"traboccare",0,1
"tractable",0,1
"tractor",0,1
"tradimento",0,1
"traditionally",0,1
"traduccion",0,1
"trafalgar",0,1
"traffic",0,1
"trail",0,1
"trained",0,1
"traipse",0,1
"trama",0,1
"transcribir",0,1
"transforma",0,1
"transformation",0,1
"transgendered",0,1
"transition",0,1
"translates",0,1
"translation",0,1
"transmitted",0,1
"transporto",0,1
"trapeze",0,1
"trata",0,1
"traurig",0,1
"travel",0,1
"travelling",0,1
"traves",0,1
"travesty",-1,1
"treasurer",1,1
"treasury",1,1
"treeline",0,1
"treinta",0,1
"trek",0,1
"trend",0,1
"trent",0,1
"tresures",0,1
"treten",0,1
"trevo",0,1
"trey",0,1
"trial",0,1
"trickier",-1,1
"tricking",1,1
"tricksters",-1,1
"trifft",0,1
"trim",0,1
"trio",0,1
"triple",0,1
"trippy",0,1
"triste",0,1
"trivia",0,1
"trjmh",0,1
"trollet",0,1
"tror",0,1
"troubles",-1,1
"troupe",0,1
"trovati",0,1
"trovato",0,1
"truck",0,1
"truer",1,1
"truest",1,1
"trumpus",0,1
"truthiness",0,1
"tucks",0,1
"tudo",0,1
"tuhat",0,1
"tukang",0,1
"tumpukan",0,1
"tune",0,1
"tunes",0,1
"tunnel",0,1
"tuo",0,1
"turmoil",-1,1
"turners",0,1
"turnips",0,1
"turno",0,1
"tuto",0,1
"tutte",0,1
"tutu",0,1
"twee",0,1
"tween",0,1
"tweens",0,1
"twentieth",0,1
"twenty",0,1
"twin's",0,1
"twink",0,1
"twisted",0,1
"twite",0,1
"tx",1,1
"tyckte",0,1
"tying",0,1
"tykkas",0,1
"tyndale",0,1
"typically",0,1
"tyrannical",0,1
"uber",0,1
"udah",0,1
"udry",0,1
"uk",0,1
"ultimate",0,1
"ultimo",0,1
"umm",0,1
"ummm",0,1
"umsetzung",0,1
"unanimously",0,1
"unas",0,1
"unassertive",0,1
"unbearable",0,1
"unbeknownst",0,1
"unbleached",0,1
"unclear",-1,1
"uncommon",0,1
"underconfidence",0,1
"underdog",0,1
"underground",0,1
"underlying",0,1
"underwater",0,1
"undiscovered",0,1
"undone",0,1
"unendurably",0,1
"unexpected",0,1
"unexplored",0,1
"unfairly",0,1
"unfocused",-1,1
"unfolding",0,1
"unforgiveable",0,1
"unglaubwurdig",0,1
"ungrateful",-1,1
"unico",0,1
"unik",0,1
"unimpressive",-1,1
"uninitiated",0,1
"unintended",0,1
"uninterested",0,1
"union",0,1
"united",1,1
"units",0,1
"universo",0,1
"unkindness",0,1
"unmentioned",0,1
"unnamed",0,1
"unnatural",0,1
"unnecessarily",0,1
"unnecessary",0,1
"unnoticed",0,1
"unoriginal",0,1
"unpenetrable",0,1
"unplugged",0,1
"unpredictable",0,1
"unravels",0,1
"unreal",0,1
"unreasonable",0,1
"unreif",0,1
"unreifen",0,1
"unrepentant",0,1
"unsatisfactory",0,1
"unsure",-1,1
"untainted",0,1
"unwanted",-1,1
"uomini",0,1
"up.their",0,1
"update",0,1
"updated",0,1
"updating",0,1
"updike",0,1
"upp",0,1
"uppfunnit",0,1
"upright",0,1
"ups",0,1
"upset",-1,1
"upward",0,1
"ur",0,1
"urban",0,1
"urchins",0,1
"urgh",0,1
"ursu",0,1
"usan",0,1
"usato",0,1
"usefully",1,1
"usefulness",1,1
"utan",0,1
"utilizar",0,1
"utmost",0,1
"utopia",0,1
"uverit",0,1
"vaag",0,1
"vacation",0,1
"vackra",0,1
"vaguely",0,1
"vahemman",0,1
"vain",-1,1
"valentine's",0,1
"valentines",0,1
"valuetales",0,1
"valuing",1,1
"vampires",0,1
"vande",0,1
"vanhassa",0,1
"vanner",0,1
"vansinnigt",0,1
"varandra",0,1
"varianten",0,1
"varias",0,1
"variation",0,1
"variey",0,1
"varikas",0,1
"varre",0,1
"varying",0,1
"vaso",0,1
"vast",0,1
"vater",0,1
"veces",0,1
"veel",0,1
"vegas",0,1
"veiled",0,1
"vein",0,1
"velde",0,1
"velma",0,1
"velmi",0,1
"velveteen",0,1
"vem",0,1
"venganza",0,1
"vengeful",0,1
"vengono",0,1
"venture",0,1
"venytysta",0,1
"ver",0,1
"verbalized",0,1
"verbatim:tinkle",0,1
"verbs",0,1
"verdant",0,1
"verder",0,1
"verfallen",0,1
"verge",0,1
"vermeer",0,1
"vermehrt",0,1
"vermelho",0,1
"vernacular",0,1
"vernick",0,1
"vero",0,1
"verruckten",0,1
"verschiedensten",0,1
"verschworungstheorie",0,1
"versione",0,1
"versions",0,1
"versiossa",0,1
"versus",0,1
"vertelverhalen",0,1
"verweigern",0,1
"vet",0,1
"vexed",0,1
"vi",0,1
"viajar",0,1
"viajes",0,1
"vibes",0,1
"vibrant",1,1
"vicious",-1,1
"victorian",0,1
"vidas",0,1
"video",0,1
"vielleicht",0,1
"vienen",0,1
"vietnam",0,1
"viewed",0,1
"viewing",0,1
"viewpoint",0,1
"views",0,1
"vile",-1,1
"vilkas",0,1
"vill",0,1
"villain",-1,1
"villainous",-1,1
"villains",-1,1
"villano",0,1
"vine",0,1
"vinter",0,1
"viola",0,1
"violence",-1,1
"violently",-1,1
"violet's",0,1
"violinist",0,1
"virtually",0,1
"virtues",1,1
"vissuti",0,1
"vista",0,1
"visualizing",0,1
"visually",0,1
"vital",1,1
"vitt",0,1
"vivace",0,1
"vivieron",0,1
"voa",0,1
"vocaboli",0,1
"voglia",0,1
"volcanoes",0,1
"voldemort",0,1
"vole",0,1
"volgorde",0,1
"volta",0,1
"volunteer",0,1
"volvi",0,1
"vom",0,1
"voorkomen",0,1
"vorige",0,1
"vorrebbe",0,1
"vorresti",0,1
"voto",0,1
"vous",0,1
"voya",0,1
"voyage",0,1
"vuelve",0,1
"vuota",0,1
"vuotta",0,1
"vykolejil",0,1
"waardevol",0,1
"waffle",0,1
"wage",0,1
"waistcoat",0,1
"waited",0,1
"waits",0,1
"walaupun",0,1
"walden",0,1
"wallet",0,1
"walls",0,1
"walsh",0,1
"wandering",0,1
"wanes",0,1
"waqt",0,1
"ward",0,1
"wares",0,1
"warming",1,1
"warned",-1,1
"warner",0,1
"warpath",0,1
"warrant",0,1
"warrig",0,1
"warriors",0,1
"wash",0,1
"washington",0,1
"wasted",-1,1
"wasting",-1,1
"wat",0,1
"watercolor",0,1
"watercolors",0,1
"watercolours",0,1
"watt",0,1
"watt's",0,1
"waves",0,1
"wayfarers",0,1
"wayside",0,1
"weaker",-1,1
"wealthy",1,1
"wearer",0,1
"wears",0,1
"web",0,1
"webbed",0,1
"weed",0,1
"weekend",0,1
"weigert",0,1
"weimaraner",0,1
"weimaraners",0,1
"wel",0,1
"welcoming",1,1
"wend",0,1
"wenig",0,1
"wenn",0,1
"whatley's",0,1
"whatsoever",0,1
"wheel",0,1
"whet",0,1
"whimsy",0,1
"whiny",0,1
"white's",0,1
"who'd",0,1
"who've",0,1
"wholeheartedly",0,1
"whoops",0,1
"whoppingly",0,1
"widely",0,1
"wider",0,1
"widespread",0,1
"widowed",-1,1
"wife",0,1
"wiki",0,1
"wikipedia",0,1
"wildly",0,1
"wilhelmina",0,1
"willem's",0,1
"willems",0,1
"willingly",0,1
"willingness",1,1
"willy",0,1
"winced",0,1
"winchesterfield",0,1
"winding",0,1
"windows",0,1
"winds",0,1
"wink",0,1
"winners",1,1
"winona's",0,1
"wirklich",0,1
"wirkt",0,1
"wiser",1,1
"wishlist",0,1
"withdrawing",0,1
"wits",0,1
"witted",0,1
"witzig",0,1
"wizards",0,1
"wkhryd",0,1
"wl",0,1
"wmmt",0,1
"wodney",0,1
"woke",0,1
"wollte",0,1
"wombat's",0,1
"women's",0,1
"wondering",0,1
"wonderul",0,1
"wonka",0,1
"wood's",0,1
"wooden",0,1
"woolvin",0,1
"woolvin's",0,1
"wordplay",0,1
"wore",0,1
"workaholics",0,1
"workout",0,1
"worlds",0,1
"worm",0,1
"worst.book.ever",0,1
"worthless",-1,1
"wounded",0,1
"wowed",1,1
"wrapping",0,1
"wreaking",0,1
"wreck",-1,1
"wtf",-1,1
"wump",0,1
"wunderland",0,1
"wunderschon",0,1
"wwi",0,1
"www.amazon.com",0,1
"www.bookcrossing.com",0,1
"www.goodreads.com",0,1
"www.kidsreads.com",0,1
"www.metmuseum.org",0,1
"wyatt",0,1
"xix",0,1
"xylon's",0,1
"y.o",0,1
"yah",0,1
"yaitu",0,1
"yarn",0,1
"yasinda",0,1
"yasync",0,1
"yawn",0,1
"yay",1,1
"yayinlari",0,1
"yazul's",0,1
"ydm",0,1
"yelled",0,1
"yelling",0,1
"yetunde's",0,1
"yh",0,1
"yikes",0,1
"yksinkertaisia",0,1
"yogis",0,1
"young's",0,1
"younglings",0,1
"yqrb",0,1
"yt",0,1
"yuletide",0,1
"zac",0,1
"zadnemu",0,1
"zaire",0,1
"zany",0,1
"zaujeti",0,1
"zbn",0,1
"zeal",0,1
"zealand",0,1
"zeit",0,1
"zeker",0,1
"zevensprong",0,1
"zilpha",0,1
"zing",0,1
"zipper",0,1
"zipperface",0,1
"zivote",0,1
"zn",0,1
"znnth",0,1
"zoek",0,1
"zou",0,1
"zoveel",0,1
"zusammen",0,1
"zusammentreffen",0,1
"zvlastni",0,1
